HCHO_reading,Location,Current_date,Next_date,Month,Year
7.633388390013924e-05,Monaragala,2019-03-20,2019-03-21,3,2019
0.0001480680220993,Monaragala,2019-03-21,2019-03-22,3,2019
4.698590924918041e-05,Monaragala,2019-03-22,2019-03-23,3,2019
0.00012385216007383503,Monaragala,2019-03-23,2019-03-24,3,2019
0.0001512098013132,Monaragala,2019-03-24,2019-03-25,3,2019
7.338239494073005e-05,Monaragala,2019-03-25,2019-03-26,3,2019
8.133633841564141e-05,Monaragala,2019-03-26,2019-03-27,3,2019
9.850572535486576e-05,Monaragala,2019-03-27,2019-03-28,3,2019
0.0001319502848265,Monaragala,2019-03-28,2019-03-29,3,2019
0.00011935796907861525,Monaragala,2019-03-29,2019-03-30,3,2019
0.000286010842239,Monaragala,2019-03-30,2019-03-31,3,2019
0.0001691464753809,Monaragala,2019-03-31,2019-04-01,3,2019
0.0002311358269746,Monaragala,2019-04-01,2019-04-02,4,2019
0.0001839505016603,Monaragala,2019-04-02,2019-04-03,4,2019
0.0002120842642893,Monaragala,2019-04-03,2019-04-04,4,2019
2.6559009192573397e-05,Monaragala,2019-04-04,2019-04-05,4,2019
8.134434422682388e-05,Monaragala,2019-04-05,2019-04-06,4,2019
0.0001323410016791,Monaragala,2019-04-06,2019-04-07,4,2019
0.0001584331711474,Monaragala,2019-04-07,2019-04-08,4,2019
0.0002055366407123,Monaragala,2019-04-08,2019-04-09,4,2019
0.0002659180015952,Monaragala,2019-04-09,2019-04-10,4,2019
0.0001209464124475,Monaragala,2019-04-10,2019-04-11,4,2019
0.00012572299771251104,Monaragala,2019-04-11,2019-04-12,4,2019
6.731434962449994e-05,Monaragala,2019-04-12,2019-04-13,4,2019
0.000172293422113,Monaragala,2019-04-13,2019-04-14,4,2019
0.00012572299771251104,Monaragala,2019-04-14,2019-04-15,4,2019
0.00012572299771251104,Monaragala,2019-04-15,2019-04-16,4,2019
0.00012572299771251104,Monaragala,2019-04-16,2019-04-17,4,2019
0.00012572299771251104,Monaragala,2019-04-17,2019-04-18,4,2019
0.00013616320383887454,Monaragala,2019-04-18,2019-04-19,4,2019
3.0456606050663316e-05,Monaragala,2019-04-19,2019-04-20,4,2019
3.9441730173904633e-05,Monaragala,2019-04-20,2019-04-21,4,2019
0.00013616320383887454,Monaragala,2019-04-21,2019-04-22,4,2019
0.00012572299771251104,Monaragala,2019-04-22,2019-04-23,4,2019
0.0001087346840901,Monaragala,2019-04-23,2019-04-24,4,2019
0.0001426274278835,Monaragala,2019-04-24,2019-04-25,4,2019
0.00012572299771251104,Monaragala,2019-04-25,2019-04-26,4,2019
0.00012572299771251104,Monaragala,2019-04-26,2019-04-27,4,2019
0.00012572299771251104,Monaragala,2019-04-27,2019-04-28,4,2019
0.0002504993387901,Monaragala,2019-04-28,2019-04-29,4,2019
