,HCHO_reading,Location,Current_date,Next_date,Month,Year
53,0.0003274182238715,Colombo,2019-02-23,2019-02-24,2,2019
54,0.0002362989851716,Colombo,2019-02-24,2019-02-25,2,2019
55,0.0002424675429303,Colombo,2019-02-25,2019-02-26,2,2019
56,0.000156459748926,Colombo,2019-02-26,2019-02-27,2,2019
57,0.0001542016842877,Colombo,2019-02-27,2019-02-28,2,2019
58,0.0002270067709833,Colombo,2019-02-28,2019-03-01,2,2019
59,0.00025530244914819233,Colombo,2019-03-01,2019-03-02,3,2019
60,0.00025530244914819233,Colombo,2019-03-02,2019-03-03,3,2019
61,0.0002934140276437,Colombo,2019-03-03,2019-03-04,3,2019
62,0.0002222321497741,Colombo,2019-03-04,2019-03-05,3,2019
63,0.0004259884693025,Colombo,2019-03-05,2019-03-06,3,2019
64,0.000135851958492,Colombo,2019-03-06,2019-03-07,3,2019
65,0.0002023807303628,Colombo,2019-03-07,2019-03-08,3,2019
66,0.0001644238164367,Colombo,2019-03-08,2019-03-09,3,2019
67,0.00025530244914819233,Colombo,2019-03-09,2019-03-10,3,2019
68,0.0002969609827467,Colombo,2019-03-10,2019-03-11,3,2019
69,0.0002401309050569,Colombo,2019-03-11,2019-03-12,3,2019
70,0.0002577451751777,Colombo,2019-03-12,2019-03-13,3,2019
71,0.0002548286008604,Colombo,2019-03-13,2019-03-14,3,2019
72,0.0003018449398759,Colombo,2019-03-14,2019-03-15,3,2019
73,0.0001790542755015,Colombo,2019-03-15,2019-03-16,3,2019
74,0.0003507194301071,Colombo,2019-03-16,2019-03-17,3,2019
75,0.0002494769497451,Colombo,2019-03-17,2019-03-18,3,2019
76,0.00025530244914819233,Colombo,2019-03-18,2019-03-19,3,2019
77,0.0002074590335083,Colombo,2019-03-19,2019-03-20,3,2019
78,0.0002559950022304,Colombo,2019-03-20,2019-03-21,3,2019
79,0.00025530244914819233,Colombo,2019-03-21,2019-03-22,3,2019
80,0.0002689655073385,Colombo,2019-03-22,2019-03-23,3,2019
81,0.000144005550838,Colombo,2019-03-23,2019-03-24,3,2019
82,0.0002204458373225,Colombo,2019-03-24,2019-03-25,3,2019
83,0.0003577663287879,Colombo,2019-03-25,2019-03-26,3,2019
84,0.0002631266925609,Colombo,2019-03-26,2019-03-27,3,2019
85,0.0003646052956171,Colombo,2019-03-27,2019-03-28,3,2019
86,0.0003906452278091,Colombo,2019-03-28,2019-03-29,3,2019
87,0.0002540006405394,Colombo,2019-03-29,2019-03-30,3,2019
88,0.0002202186895424,Colombo,2019-03-30,2019-03-31,3,2019
89,0.0001155774606754,Colombo,2019-03-31,2019-04-01,3,2019
90,0.0001234932174866,Colombo,2019-04-01,2019-04-02,4,2019
91,0.0002688230247372,Colombo,2019-04-02,2019-04-03,4,2019
92,0.000196311869835772,Colombo,2019-04-03,2019-04-04,4,2019
93,0.0002401417063094,Colombo,2019-04-04,2019-04-05,4,2019
94,0.0001694011577926,Colombo,2019-04-05,2019-04-06,4,2019
95,0.0001030405027441,Colombo,2019-04-06,2019-04-07,4,2019
96,0.00017994348916,Colombo,2019-04-07,2019-04-08,4,2019
97,0.0001938136388473,Colombo,2019-04-08,2019-04-09,4,2019
98,0.0002005766244694,Colombo,2019-04-09,2019-04-10,4,2019
99,0.0002045066130365,Colombo,2019-04-10,2019-04-11,4,2019
100,0.0002787301089676,Colombo,2019-04-11,2019-04-12,4,2019
101,0.000250075849252,Colombo,2019-04-12,2019-04-13,4,2019
102,0.000334870158729,Colombo,2019-04-13,2019-04-14,4,2019
103,0.000196311869835772,Colombo,2019-04-14,2019-04-15,4,2019
104,0.000196311869835772,Colombo,2019-04-15,2019-04-16,4,2019
105,0.000196311869835772,Colombo,2019-04-16,2019-04-17,4,2019
106,0.000196311869835772,Colombo,2019-04-17,2019-04-18,4,2019
107,0.0001927819063126,Colombo,2019-04-18,2019-04-19,4,2019
108,0.000196311869835772,Colombo,2019-04-19,2019-04-20,4,2019
109,0.000144213058033,Colombo,2019-04-20,2019-04-21,4,2019
110,0.0001454167284999,Colombo,2019-04-21,2019-04-22,4,2019
111,0.0001711205695593,Colombo,2019-04-22,2019-04-23,4,2019
112,0.000293224440643,Colombo,2019-04-23,2019-04-24,4,2019
113,0.0001399382956399,Colombo,2019-04-24,2019-04-25,4,2019
114,9.581443666026756e-05,Colombo,2019-04-25,2019-04-26,4,2019
115,0.000196311869835772,Colombo,2019-04-26,2019-04-27,4,2019
116,0.000196311869835772,Colombo,2019-04-27,2019-04-28,4,2019
117,0.000196311869835772,Colombo,2019-04-28,2019-04-29,4,2019
118,0.000196311869835772,Colombo,2019-04-29,2019-04-30,4,2019
119,0.000196311869835772,Colombo,2019-04-30,2019-05-01,4,2019
120,9.747576626042276e-05,Colombo,2019-05-01,2019-05-02,5,2019
121,0.00012644656141728395,Colombo,2019-05-02,2019-05-03,5,2019
122,0.00012644656141728395,Colombo,2019-05-03,2019-05-04,5,2019
123,0.0001008724552225,Colombo,2019-05-04,2019-05-05,5,2019
124,0.00012644656141728395,Colombo,2019-05-05,2019-05-06,5,2019
125,3.904429319723554e-05,Colombo,2019-05-06,2019-05-07,5,2019
126,0.0001174876039439,Colombo,2019-05-07,2019-05-08,5,2019
127,0.000101303794324,Colombo,2019-05-08,2019-05-09,5,2019
128,9.939428098153852e-05,Colombo,2019-05-09,2019-05-10,5,2019
129,0.000125364158271,Colombo,2019-05-10,2019-05-11,5,2019
130,0.0001274753051841,Colombo,2019-05-11,2019-05-12,5,2019
131,8.802823548435995e-05,Colombo,2019-05-12,2019-05-13,5,2019
132,2.4982204901168622e-05,Colombo,2019-05-13,2019-05-14,5,2019
133,0.0001810438022415,Colombo,2019-05-14,2019-05-15,5,2019
134,0.0001394291724461,Colombo,2019-05-15,2019-05-16,5,2019
135,0.0001171367229027,Colombo,2019-05-16,2019-05-17,5,2019
136,0.0001095084478863,Colombo,2019-05-17,2019-05-18,5,2019
137,9.525618991159472e-05,Colombo,2019-05-18,2019-05-19,5,2019
138,8.700221402162398e-05,Colombo,2019-05-19,2019-05-20,5,2019
139,0.0003986268368399,Colombo,2019-05-20,2019-05-21,5,2019
140,0.00012644656141728395,Colombo,2019-05-21,2019-05-22,5,2019
141,0.00012644656141728395,Colombo,2019-05-22,2019-05-23,5,2019
142,0.0002171247684173,Colombo,2019-05-23,2019-05-24,5,2019
143,0.00012644656141728395,Colombo,2019-05-24,2019-05-25,5,2019
144,0.0001897835067573,Colombo,2019-05-25,2019-05-26,5,2019
145,0.00011078022387,Colombo,2019-05-26,2019-05-27,5,2019
146,0.0001368899250486,Colombo,2019-05-27,2019-05-28,5,2019
147,0.000165996737955,Colombo,2019-05-28,2019-05-29,5,2019
148,0.00013134704953647556,Colombo,2019-05-29,2019-05-30,5,2019
149,0.0002179323946145,Colombo,2019-05-30,2019-05-31,5,2019
150,9.379307690791867e-05,Colombo,2019-05-31,2019-06-01,5,2019
151,7.067572073902713e-05,Colombo,2019-06-01,2019-06-02,6,2019
152,0.0001658041001064,Colombo,2019-06-02,2019-06-03,6,2019
153,0.0001609821398171,Colombo,2019-06-03,2019-06-04,6,2019
154,8.42250633206326e-05,Colombo,2019-06-04,2019-06-05,6,2019
155,0.00011676584318498774,Colombo,2019-06-05,2019-06-06,6,2019
156,0.00011676584318498774,Colombo,2019-06-06,2019-06-07,6,2019
157,0.00011676584318498774,Colombo,2019-06-07,2019-06-08,6,2019
158,0.0001221799295052,Colombo,2019-06-08,2019-06-09,6,2019
159,0.0001843041391111,Colombo,2019-06-09,2019-06-10,6,2019
160,0.00011676584318498774,Colombo,2019-06-10,2019-06-11,6,2019
161,8.17687223806277e-05,Colombo,2019-06-11,2019-06-12,6,2019
162,0.0001880614290712,Colombo,2019-06-12,2019-06-13,6,2019
163,2.3285886143280304e-05,Colombo,2019-06-13,2019-06-14,6,2019
164,8.209911205126233e-05,Colombo,2019-06-14,2019-06-15,6,2019
165,0.0001636562089987,Colombo,2019-06-15,2019-06-16,6,2019
166,0.00011676584318498774,Colombo,2019-06-16,2019-06-17,6,2019
167,0.0001534455988928,Colombo,2019-06-17,2019-06-18,6,2019
168,0.000158330813573,Colombo,2019-06-18,2019-06-19,6,2019
169,0.0001450758394609,Colombo,2019-06-19,2019-06-20,6,2019
170,0.00011676584318498774,Colombo,2019-06-20,2019-06-21,6,2019
171,0.00011676584318498774,Colombo,2019-06-21,2019-06-22,6,2019
172,0.0001403497627398,Colombo,2019-06-22,2019-06-23,6,2019
173,1.9792269443138506e-05,Colombo,2019-06-23,2019-06-24,6,2019
174,0.0002885739086195,Colombo,2019-06-24,2019-06-25,6,2019
175,0.0001698958410235,Colombo,2019-06-25,2019-06-26,6,2019
176,0.00012138496976961257,Colombo,2019-06-26,2019-06-27,6,2019
177,0.0001242156863718,Colombo,2019-06-27,2019-06-28,6,2019
178,8.171133330754701e-05,Colombo,2019-06-28,2019-06-29,6,2019
179,7.340520263976472e-05,Colombo,2019-06-29,2019-06-30,6,2019
180,2.0964513707570187e-05,Colombo,2019-06-30,2019-07-01,6,2019
181,8.969739342465703e-05,Colombo,2019-07-01,2019-07-02,7,2019
182,8.080856806689084e-05,Colombo,2019-07-02,2019-07-03,7,2019
183,2.889810298407616e-05,Colombo,2019-07-03,2019-07-04,7,2019
184,8.317285235618187e-05,Colombo,2019-07-04,2019-07-05,7,2019
185,9.39126919104318e-05,Colombo,2019-07-05,2019-07-06,7,2019
186,9.547040684925105e-06,Colombo,2019-07-06,2019-07-07,7,2019
187,9.452725531817138e-07,Colombo,2019-07-07,2019-07-08,7,2019
188,0.0001606779140439,Colombo,2019-07-08,2019-07-09,7,2019
189,8.863454223262381e-05,Colombo,2019-07-09,2019-07-10,7,2019
190,5.047959159020286e-05,Colombo,2019-07-10,2019-07-11,7,2019
191,6.685329661024943e-05,Colombo,2019-07-11,2019-07-12,7,2019
192,0.0001352754338604,Colombo,2019-07-12,2019-07-13,7,2019
193,8.863454223262381e-05,Colombo,2019-07-13,2019-07-14,7,2019
194,8.863454223262381e-05,Colombo,2019-07-14,2019-07-15,7,2019
195,8.863454223262381e-05,Colombo,2019-07-15,2019-07-16,7,2019
196,9.32507996651824e-05,Colombo,2019-07-16,2019-07-17,7,2019
197,8.863454223262381e-05,Colombo,2019-07-17,2019-07-18,7,2019
198,8.863454223262381e-05,Colombo,2019-07-18,2019-07-19,7,2019
199,8.863454223262381e-05,Colombo,2019-07-19,2019-07-20,7,2019
200,9.77121531808704e-05,Colombo,2019-07-20,2019-07-21,7,2019
201,0.0001328017366567,Colombo,2019-07-21,2019-07-22,7,2019
202,8.863454223262381e-05,Colombo,2019-07-22,2019-07-23,7,2019
203,9.193436504966903e-05,Colombo,2019-07-23,2019-07-24,7,2019
204,5.20387301457421e-05,Colombo,2019-07-24,2019-07-25,7,2019
205,0.0001644546205319,Colombo,2019-07-25,2019-07-26,7,2019
206,0.0001707607001308,Colombo,2019-07-26,2019-07-27,7,2019
207,0.0001185044673927,Colombo,2019-07-27,2019-07-28,7,2019
208,0.0001041769215942,Colombo,2019-07-28,2019-07-29,7,2019
209,0.0001754362061189,Colombo,2019-07-29,2019-07-30,7,2019
210,4.6955253049504447e-05,Colombo,2019-07-30,2019-07-31,7,2019
211,9.259486707748456e-05,Colombo,2019-07-31,2019-08-01,7,2019
212,4.458029389653336e-05,Colombo,2019-08-01,2019-08-02,8,2019
213,8.027000862263592e-05,Colombo,2019-08-02,2019-08-03,8,2019
214,6.93505158442184e-05,Colombo,2019-08-03,2019-08-04,8,2019
215,9.923251745249212e-05,Colombo,2019-08-04,2019-08-05,8,2019
216,4.396326486663663e-06,Colombo,2019-08-05,2019-08-06,8,2019
217,5.951792946298224e-05,Colombo,2019-08-06,2019-08-07,8,2019
218,0.0002358972517484,Colombo,2019-08-07,2019-08-08,8,2019
219,8.027000862263592e-05,Colombo,2019-08-08,2019-08-09,8,2019
220,9.923251745249212e-05,Colombo,2019-08-09,2019-08-10,8,2019
221,8.027000862263592e-05,Colombo,2019-08-10,2019-08-11,8,2019
222,0.0001621829232794,Colombo,2019-08-11,2019-08-12,8,2019
223,8.027000862263592e-05,Colombo,2019-08-12,2019-08-13,8,2019
224,8.027000862263592e-05,Colombo,2019-08-13,2019-08-14,8,2019
225,5.860973694382833e-05,Colombo,2019-08-14,2019-08-15,8,2019
226,0.0001350586133809,Colombo,2019-08-15,2019-08-16,8,2019
227,8.027000862263592e-05,Colombo,2019-08-16,2019-08-17,8,2019
228,0.0001685731549514,Colombo,2019-08-17,2019-08-18,8,2019
229,3.706723761402327e-05,Colombo,2019-08-18,2019-08-19,8,2019
230,8.584961620742005e-05,Colombo,2019-08-19,2019-08-20,8,2019
231,8.793838791530453e-05,Colombo,2019-08-20,2019-08-21,8,2019
232,8.479952216441172e-05,Colombo,2019-08-21,2019-08-22,8,2019
233,8.027000862263592e-05,Colombo,2019-08-22,2019-08-23,8,2019
234,8.027000862263592e-05,Colombo,2019-08-23,2019-08-24,8,2019
235,0.0001512307072603,Colombo,2019-08-24,2019-08-25,8,2019
236,2.8320877798642062e-05,Colombo,2019-08-25,2019-08-26,8,2019
237,8.027000862263592e-05,Colombo,2019-08-26,2019-08-27,8,2019
238,8.027000862263592e-05,Colombo,2019-08-27,2019-08-28,8,2019
239,0.000189373458852,Colombo,2019-08-28,2019-08-29,8,2019
240,0.0003315822687,Colombo,2019-08-29,2019-08-30,8,2019
241,9.923251745249212e-05,Colombo,2019-08-30,2019-08-31,8,2019
242,4.148157993699298e-05,Colombo,2019-08-31,2019-09-01,8,2019
243,1.1819308958476046e-05,Colombo,2019-09-01,2019-09-02,9,2019
244,0.0001254869544792,Colombo,2019-09-02,2019-09-03,9,2019
245,2.2278653994414338e-05,Colombo,2019-09-03,2019-09-04,9,2019
246,6.601078846206005e-05,Colombo,2019-09-04,2019-09-05,9,2019
247,6.189868745003109e-05,Colombo,2019-09-05,2019-09-06,9,2019
248,6.96768756388925e-06,Colombo,2019-09-06,2019-09-07,9,2019
249,0.0001425282227641,Colombo,2019-09-07,2019-09-08,9,2019
250,0.0001051981676809,Colombo,2019-09-08,2019-09-09,9,2019
251,7.796198665621607e-05,Colombo,2019-09-09,2019-09-10,9,2019
252,0.0001706459092882,Colombo,2019-09-10,2019-09-11,9,2019
253,9.133443359031085e-05,Colombo,2019-09-11,2019-09-12,9,2019
254,9.133443359031085e-05,Colombo,2019-09-12,2019-09-13,9,2019
255,9.133443359031085e-05,Colombo,2019-09-13,2019-09-14,9,2019
256,0.0001027004271695023,Colombo,2019-09-14,2019-09-15,9,2019
257,0.0001027004271695023,Colombo,2019-09-15,2019-09-16,9,2019
258,9.133443359031085e-05,Colombo,2019-09-16,2019-09-17,9,2019
259,7.293194215549228e-05,Colombo,2019-09-17,2019-09-18,9,2019
260,0.0001224324055217,Colombo,2019-09-18,2019-09-19,9,2019
261,9.133443359031085e-05,Colombo,2019-09-19,2019-09-20,9,2019
262,4.4304662755935576e-05,Colombo,2019-09-20,2019-09-21,9,2019
263,6.719672168285214e-05,Colombo,2019-09-21,2019-09-22,9,2019
264,9.133443359031085e-05,Colombo,2019-09-22,2019-09-23,9,2019
265,9.133443359031085e-05,Colombo,2019-09-23,2019-09-24,9,2019
266,9.133443359031085e-05,Colombo,2019-09-24,2019-09-25,9,2019
267,9.133443359031085e-05,Colombo,2019-09-25,2019-09-26,9,2019
268,0.000358217745088,Colombo,2019-09-26,2019-09-27,9,2019
269,0.0001222516306589,Colombo,2019-09-27,2019-09-28,9,2019
270,0.0002095719037861,Colombo,2019-09-28,2019-09-29,9,2019
271,0.0001578932214216,Colombo,2019-09-29,2019-09-30,9,2019
272,0.0001080054580652,Colombo,2019-09-30,2019-10-01,9,2019
273,0.0001737579768947,Colombo,2019-10-01,2019-10-02,10,2019
274,8.218956230442276e-05,Colombo,2019-10-02,2019-10-03,10,2019
275,0.000304390194455,Colombo,2019-10-03,2019-10-04,10,2019
276,4.704659868522847e-05,Colombo,2019-10-04,2019-10-05,10,2019
277,0.0001757757371135,Colombo,2019-10-05,2019-10-06,10,2019
278,0.00013985674349495356,Colombo,2019-10-06,2019-10-07,10,2019
279,3.090292903243917e-05,Colombo,2019-10-07,2019-10-08,10,2019
280,0.000141664818243,Colombo,2019-10-08,2019-10-09,10,2019
281,0.0001721947790897,Colombo,2019-10-09,2019-10-10,10,2019
282,0.000192906272276,Colombo,2019-10-10,2019-10-11,10,2019
283,0.00013985674349495356,Colombo,2019-10-11,2019-10-12,10,2019
284,0.00013985674349495356,Colombo,2019-10-12,2019-10-13,10,2019
285,0.0001498612726906,Colombo,2019-10-13,2019-10-14,10,2019
286,8.925810029372805e-05,Colombo,2019-10-14,2019-10-15,10,2019
287,0.00018203204122,Colombo,2019-10-15,2019-10-16,10,2019
288,0.0001768249399084,Colombo,2019-10-16,2019-10-17,10,2019
289,4.544709803342311e-05,Colombo,2019-10-17,2019-10-18,10,2019
290,0.0001029842285738,Colombo,2019-10-18,2019-10-19,10,2019
291,0.000166222072496,Colombo,2019-10-19,2019-10-20,10,2019
292,6.604724330827594e-05,Colombo,2019-10-20,2019-10-21,10,2019
293,0.00013985674349495356,Colombo,2019-10-21,2019-10-22,10,2019
294,0.00013985674349495356,Colombo,2019-10-22,2019-10-23,10,2019
295,0.0001471854356328,Colombo,2019-10-23,2019-10-24,10,2019
296,0.00013985674349495356,Colombo,2019-10-24,2019-10-25,10,2019
297,0.00013985674349495356,Colombo,2019-10-25,2019-10-26,10,2019
298,0.00013985674349495356,Colombo,2019-10-26,2019-10-27,10,2019
299,0.00013985674349495356,Colombo,2019-10-27,2019-10-28,10,2019
300,0.00013985674349495356,Colombo,2019-10-28,2019-10-29,10,2019
301,0.0002105868261531,Colombo,2019-10-29,2019-10-30,10,2019
302,0.00013985674349495356,Colombo,2019-10-30,2019-10-31,10,2019
303,0.00013985674349495356,Colombo,2019-10-31,2019-11-01,10,2019
304,0.0001396458115619,Colombo,2019-11-01,2019-11-02,11,2019
305,0.0001020767205157,Colombo,2019-11-02,2019-11-03,11,2019
306,0.00016662975476988123,Colombo,2019-11-03,2019-11-04,11,2019
307,0.0001659270451597,Colombo,2019-11-04,2019-11-05,11,2019
308,0.0002203240319704,Colombo,2019-11-05,2019-11-06,11,2019
309,0.0001085077493071,Colombo,2019-11-06,2019-11-07,11,2019
310,0.0001533303704185,Colombo,2019-11-07,2019-11-08,11,2019
311,2.449133360208192e-05,Colombo,2019-11-08,2019-11-09,11,2019
312,0.00016662975476988123,Colombo,2019-11-09,2019-11-10,11,2019
313,9.954417328117417e-05,Colombo,2019-11-10,2019-11-11,11,2019
314,0.0002464783486751,Colombo,2019-11-11,2019-11-12,11,2019
315,0.0002286748077898,Colombo,2019-11-12,2019-11-13,11,2019
316,0.00016662975476988123,Colombo,2019-11-13,2019-11-14,11,2019
317,0.0001058508442953,Colombo,2019-11-14,2019-11-15,11,2019
318,0.000304956160363,Colombo,2019-11-15,2019-11-16,11,2019
319,0.0001181269595507,Colombo,2019-11-16,2019-11-17,11,2019
320,0.0002163568638083,Colombo,2019-11-17,2019-11-18,11,2019
321,0.0002562980434127,Colombo,2019-11-18,2019-11-19,11,2019
322,0.0002262293126616,Colombo,2019-11-19,2019-11-20,11,2019
323,0.0001183108649021,Colombo,2019-11-20,2019-11-21,11,2019
324,0.0002690103541566,Colombo,2019-11-21,2019-11-22,11,2019
325,0.0002406342461061,Colombo,2019-11-22,2019-11-23,11,2019
326,3.679902874864638e-05,Colombo,2019-11-23,2019-11-24,11,2019
327,5.579817723156864e-05,Colombo,2019-11-24,2019-11-25,11,2019
328,0.00016662975476988123,Colombo,2019-11-25,2019-11-26,11,2019
329,0.0001413787106896,Colombo,2019-11-26,2019-11-27,11,2019
330,0.0002078347199929,Colombo,2019-11-27,2019-11-28,11,2019
331,5.68003627756596e-05,Colombo,2019-11-28,2019-11-29,11,2019
332,0.00016662975476988123,Colombo,2019-11-29,2019-11-30,11,2019
333,0.0003223588282708,Colombo,2019-11-30,2019-12-01,11,2019
334,0.0001704950669758,Colombo,2019-12-01,2019-12-02,12,2019
335,0.0001486318043901,Colombo,2019-12-02,2019-12-03,12,2019
336,0.0001022840006044,Colombo,2019-12-03,2019-12-04,12,2019
337,0.00016543200998389286,Colombo,2019-12-04,2019-12-05,12,2019
338,0.00016543200998389286,Colombo,2019-12-05,2019-12-06,12,2019
339,0.0001322834507644,Colombo,2019-12-06,2019-12-07,12,2019
340,0.00016543200998389286,Colombo,2019-12-07,2019-12-08,12,2019
341,0.0001474497060849,Colombo,2019-12-08,2019-12-09,12,2019
342,0.00016543200998389286,Colombo,2019-12-09,2019-12-10,12,2019
343,0.0001859855817531,Colombo,2019-12-10,2019-12-11,12,2019
344,0.0001228435862202,Colombo,2019-12-11,2019-12-12,12,2019
345,0.0001042457855687,Colombo,2019-12-12,2019-12-13,12,2019
346,0.0002164941691222,Colombo,2019-12-13,2019-12-14,12,2019
347,0.0004215504211818,Colombo,2019-12-14,2019-12-15,12,2019
348,0.00016543200998389286,Colombo,2019-12-15,2019-12-16,12,2019
349,0.00027549814347,Colombo,2019-12-16,2019-12-17,12,2019
350,0.0001214960906414,Colombo,2019-12-17,2019-12-18,12,2019
351,0.00016543200998389286,Colombo,2019-12-18,2019-12-19,12,2019
352,0.00017249215439649743,Colombo,2019-12-19,2019-12-20,12,2019
353,0.00016543200998389286,Colombo,2019-12-20,2019-12-21,12,2019
354,7.94898009867197e-05,Colombo,2019-12-21,2019-12-22,12,2019
355,0.00016543200998389286,Colombo,2019-12-22,2019-12-23,12,2019
356,0.0001485055886232,Colombo,2019-12-23,2019-12-24,12,2019
357,0.0002550241906414,Colombo,2019-12-24,2019-12-25,12,2019
358,4.728911813486761e-05,Colombo,2019-12-25,2019-12-26,12,2019
359,0.0002037281242062,Colombo,2019-12-26,2019-12-27,12,2019
360,0.0002416867643049,Colombo,2019-12-27,2019-12-28,12,2019
361,0.0001144656784438,Colombo,2019-12-28,2019-12-29,12,2019
362,0.0001522148543134,Colombo,2019-12-29,2019-12-30,12,2019
363,0.0002942146156084,Colombo,2019-12-30,2019-12-31,12,2019
364,0.00016543200998389286,Colombo,2019-12-31,2020-01-01,12,2019
365,0.0001909560301447,Colombo,2020-01-01,2020-01-02,1,2020
366,0.000175819716712,Colombo,2020-01-02,2020-01-03,1,2020
367,0.0001811470054066,Colombo,2020-01-03,2020-01-04,1,2020
368,0.0002221505765049,Colombo,2020-01-04,2020-01-05,1,2020
369,0.0001451638839321,Colombo,2020-01-05,2020-01-06,1,2020
370,0.0002312682960304,Colombo,2020-01-06,2020-01-07,1,2020
371,0.000165506418085,Colombo,2020-01-07,2020-01-08,1,2020
372,0.0001594447211986,Colombo,2020-01-08,2020-01-09,1,2020
373,0.0001765471459148,Colombo,2020-01-09,2020-01-10,1,2020
374,0.0002859636573313,Colombo,2020-01-10,2020-01-11,1,2020
375,8.481429740966081e-05,Colombo,2020-01-11,2020-01-12,1,2020
376,0.0001070849342063,Colombo,2020-01-12,2020-01-13,1,2020
377,0.000239419617662,Colombo,2020-01-13,2020-01-14,1,2020
378,0.0002342143239867,Colombo,2020-01-14,2020-01-15,1,2020
379,0.0002480890194684,Colombo,2020-01-15,2020-01-16,1,2020
380,0.00019876633847425583,Colombo,2020-01-16,2020-01-17,1,2020
381,0.0002516535625757,Colombo,2020-01-17,2020-01-18,1,2020
382,0.0001968408803631,Colombo,2020-01-18,2020-01-19,1,2020
383,0.000342133279708,Colombo,2020-01-19,2020-01-20,1,2020
384,0.0001422912093679,Colombo,2020-01-20,2020-01-21,1,2020
385,0.0001066841920417,Colombo,2020-01-21,2020-01-22,1,2020
386,8.923695397071347e-05,Colombo,2020-01-22,2020-01-23,1,2020
387,0.0001767864040997,Colombo,2020-01-23,2020-01-24,1,2020
388,0.0002021668074626,Colombo,2020-01-24,2020-01-25,1,2020
389,0.0001754756686984,Colombo,2020-01-25,2020-01-26,1,2020
390,0.0001495594419054,Colombo,2020-01-26,2020-01-27,1,2020
